66,59,63,32,63,30,3872,43,59,63,66,62,59,0,0,0,0,0,0,0,59,63,62,42,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,52,52,50,52,42,0,0,0,0
66,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,34,58,32,68,32,63,66,59,63,0,0,0,0,0,0,0,0,0,0,59,63,42,63,66,59,75,0,0,0,0,0,0,0,0,0,0,0,0,0,59,52,76,48,48,50,52,59,0,0
66,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,63,66,59,30,66,59,56,0,0,0,0,0,0,0,0,0,0,0,0,59,56,54,63,66,62,59,59,75,0,0,0,0,0,0,0,0,0,0,0,59,52,52,76,48,52,59,0,0,0
66,62,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,42,63,66,59,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,52,52,50,52,59,0,0,0,0
66,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,59,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,30,66,59,63,66,62,59,59,63,66,41,41,63,41,41,63,41,75,0,59,52,59,0,0,0,0,0,0,0
66,30,66,33,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,29,30,41,39,43,59,0,0,0,0,0,0,0,0,0,0,0,0,0,43,59,63,59,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,52,52,11,76,48,52,52,59,0
66,62,59,30,63,66,62,59,0,0,0,0,0,0,0,0,0,0,0,0,59,63,66,62,59,63,66,59,32,63,41,64,59,42,0,0,0,0,0,0,59,42,63,66,62,59,59,63,66,62,62,59,59,63,66,59,75,0,0,0,59,52,52,50,52,50,52,48,50,52
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,31,32,33,58,63,59,75,0,0,0,0,0,0,0,0,0,0,0,0,59,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,52,76,48,48,48,50,52,59,0
66,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,34,32,63,66,59,59,68,0,0,0,0,0,0,0,0,0,0,0,0,59,68,66,59,34,66,62,59,63,59,42,75,0,0,0,0,0,0,0,0,59,52,76,48,48,50,52,59,0,0
66,59,34,32,63,66,59,68,67,59,63,66,59,0,0,0,0,0,0,0,59,34,32,63,66,67,59,59,59,63,0,0,0,0,0,0,0,0,0,0,59,63,66,59,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,52,50,52,76,48,48,50,52,59
66,59,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,32,63,66,59,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,54,56,43,63,66,62,42,63,41,41,39,62,59,75,0,0,0,0,0,42,52,52,48,50,52,59,0,0,0
3872,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,30,32,63,59,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,52,76,48,48,50,52,59,0,0
66,41,41,42,66,62,59,0,0,0,0,0,0,0,0,0,0,0,0,0,59,33,66,42,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,63,66,59,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,52,52,52,48,52,52,42,0,0
66,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,30,32,32,63,59,59,59,75,0,0,0,0,0,0,0,0,0,0,0,59,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,52,76,48,48,48,50,52,59,0
58,62,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,31,32,63,59,59,75,0,0,0,0,0,0,0,0,0,0,0,0,0,59,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,52,76,48,48,50,52,62,0,0
18,34,66,62,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,56,54,18,63,66,59,68,0,0,0,0,0,0,0,0,0,0,0,0,59,68,54,62,18,31,66,59,63,66,59,75,0,0,0,0,0,0,0,0,59,52,76,48,48,48,50,52,59,0
62,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,30,59,74,59,63,62,59,0,0,0,0,0,0,0,0,0,0,0,0,62,59,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,52,76,48,52,52,50,52,59,0
66,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,39,42,31,32,44,42,74,62,42,74,0,0,0,0,0,0,0,0,0,42,74,42,74,42,74,62,42,74,59,42,68,59,42,75,0,0,0,0,0,59,52,52,76,48,48,52,52,42,0
66,59,34,66,59,63,59,59,0,0,0,0,0,0,0,0,0,0,0,0,59,59,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,63,66,59,59,63,66,41,41,75,0,0,0,0,0,0,0,0,0,0,59,52,59,0,0,0,0,0,0,0
18,34,66,59,63,3872,62,66,59,58,74,63,67,42,63,62,42,32,63,66,66,59,63,41,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,42,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,52,52,50,52,42,0,0,0,0
3872,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,63,66,59,68,59,42,63,66,41,42,34,32,63,66,62,41,42,63,0,42,63,66,41,59,74,68,63,66,41,59,63,33,62,41,59,42,63,59,63,59,52,52,76,48,48,50,52,42,0
18,58,34,66,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,63,3872,62,62,42,75,0,0,0,0,0,0,0,0,0,0,0,0,0,42,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,52,52,11,76,48,52,42,0,0
66,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,74,28,34,67,63,66,62,42,74,58,34,66,0,0,0,0,0,0,0,34,66,59,63,66,62,59,75,0,0,0,0,0,0,0,0,0,0,0,0,59,52,52,76,48,52,59,0,0,0
3872,58,33,42,68,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,31,62,56,33,62,59,75,0,0,0,0,0,0,0,0,0,0,0,0,59,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,52,52,76,48,17,50,52,59,0
41,59,42,74,42,63,66,0,0,0,0,0,0,0,0,0,0,0,0,0,66,59,63,59,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,59,68,28,34,63,66,32,59,66,34,56,66,59,29,34,62,63,62,59,54,48,21,50,52,59,0,0,0,0
66,62,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,30,32,63,66,59,63,0,0,0,0,0,0,0,0,0,0,0,0,0,59,63,59,68,59,74,68,66,59,59,59,30,66,62,59,75,0,0,0,0,59,52,76,48,48,76,48,54,0,0
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,30,67,63,66,62,42,63,59,63,0,0,0,0,0,0,0,0,0,0,59,63,42,68,42,74,68,42,63,33,31,63,66,32,59,63,33,59,75,0,59,52,76,48,52,50,52,50,52,52
66,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,30,42,63,67,63,59,63,0,0,0,0,0,0,0,0,0,0,0,0,59,63,66,41,41,74,33,66,62,42,63,66,59,75,0,0,0,0,0,0,59,52,76,48,52,50,52,52,59,0
18,31,58,32,66,59,56,54,66,62,62,62,59,0,0,0,0,0,0,0,59,32,58,56,62,59,75,0,0,0,0,0,0,0,0,0,0,0,0,0,59,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,52,52,48,50,52,62,0,0,0
66,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,63,66,59,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,58,30,34,62,59,59,63,58,54,57,42,34,63,66,59,63,42,75,0,59,52,52,50,52,59,0,0,0,0
41,41,34,66,62,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,63,66,59,59,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,32,37,66,59,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,52,48,50,52,52,59,0,0,0
18,34,59,42,68,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,63,59,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,63,66,42,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,52,48,50,52,52,59,0,0,0
66,62,59,34,58,58,33,41,39,62,59,56,54,68,33,66,62,59,63,66,66,59,39,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,33,59,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,52,52,59,0,0,0,0,0,0
18,30,66,59,63,33,66,62,59,0,0,0,0,0,0,0,0,0,0,0,59,63,42,63,66,59,75,0,0,0,0,0,0,0,0,0,0,0,0,0,59,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,48,50,52,59,0,0,0,0,0
66,41,34,56,54,66,59,63,59,56,54,59,68,54,63,66,59,0,0,0,59,63,66,59,59,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,63,33,42,63,59,42,68,63,75,0,0,0,0,0,0,0,0,0,0,59,52,52,50,52,59,0,0,0,0
66,59,30,62,56,54,68,54,59,0,0,0,0,0,0,0,0,0,0,0,59,58,63,41,42,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,52,48,50,52,42,0,0,0,0
66,41,62,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,34,63,41,59,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,52,76,48,50,52,59,0,0,0
66,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,31,32,63,42,(,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,(,59,),74,68,34,63,42,(,59,),68,42,(,59,),75,0,0,42,52,76,48,48,48,50,52,52,42
62,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,30,67,63,66,62,42,63,59,75,0,0,0,0,0,0,0,0,0,0,59,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,52,76,48,52,50,52,50,52,59
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,31,62,63,42,63,66,59,63,66,59,59,75,0,0,0,0,0,0,0,59,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,52,76,48,52,50,52,50,52,50
66,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,29,34,66,59,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,34,63,66,59,59,68,34,54,66,59,63,33,63,66,59,75,0,0,0,42,52,52,11,76,48,48,11,76,52
